training_pool,id,sample_index,label,reference,program,kind,replicate,n_genes,renormalized,expression_logit_change,bridge_logit_change,perturbed_logit,original_logit,reference_logit
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,13,43,True,0.0023939183872201397,-0.10738348038762524,-7.893772768432655,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,14,43,False,0.0027404509174857594,-0.385673268351411,-7.615482980468869,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,14,43,True,-0.28300334604535493,-1.2639310213232875,-6.737225227496992,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,15,43,False,0.004724418993617974,0.11246622647604454,-8.113622475296324,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,15,43,True,0.01120845618748234,0.13248094552932344,-8.133637194349603,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,16,43,False,0.0030108114055522606,-0.04215093253583291,-7.959005316284447,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,16,43,True,0.012558719876771818,-0.012837175469030626,-7.988319073351249,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,17,43,False,-0.014477588114075957,0.05055200047763719,-8.051708249297917,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,17,43,True,-0.0030041555405375675,0.08579645529448499,-8.086952704114765,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,18,43,False,0.02322513119543146,-0.031012518257966804,-7.970143730562313,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,18,43,True,0.031053842861105352,-0.007069692551567641,-7.994086556268712,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,19,43,False,0.0003407534254051825,0.11820259077217088,-8.11935883959245,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,oxidative_stress,matched_random,19,43,True,0.026127736589245387,0.19744008073371333,-8.198596329553993,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,program,-1,183,False,0.2110877581242221,0.5596406796341853,-8.560796928454465,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,program,-1,183,True,0.24622235729882647,0.6677708684758272,-8.668927117296107,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,0,183,False,-0.009309964719200536,0.12190945340466897,-8.123065702224949,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,0,183,True,0.0016200281922351678,0.15549671276926347,-8.156652961589543,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,1,183,False,-0.023658083708411937,0.4385295698830305,-8.43968581870331,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,1,183,True,-0.03625464185254401,0.3997686635500486,-8.400924912370328,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,2,183,False,0.02767059047887699,-0.272844709300216,-7.728311539520064,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,2,183,True,0.04320912789429343,-0.2247535081858132,-7.776402740634467,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,3,183,False,0.04709207408055249,0.26843307498506874,-8.269589323805349,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,3,183,True,-0.024544936963337705,0.04725200465986745,-8.048408253480147,-8.00115624882028,-5.8252854711124655
YA,GSE298393:GSM9013398,3,0,training_ground_mean_TPM,inflammatory_signaling,matched_random,4,183,False,0.06049802826306916,0.03286564177915352,-8.034021890599433,-8.00115624882028,-5.8252854711124655
