study,sample,species,tissue,condition_name,unit,survey_source,platform_id,instrument_model,library_strategy,library_source,library_selection,id.assay name,library_type,study.parameter value.sample preservation method,study.parameter value.carcass preservation method
OSD-463,RR23_LVR_GC_G8,mouse,liver,ground,RR23_LVR_GC_G8,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_GC_G5,mouse,liver,ground,RR23_LVR_GC_G5,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_FLT_F8_techrep1,mouse,liver,flight,RR23_LVR_FLT_F8,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_FLT_F3,mouse,liver,flight,RR23_LVR_FLT_F3,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_FLT_F1,mouse,liver,flight,RR23_LVR_FLT_F1,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_FLT_F4,mouse,liver,flight,RR23_LVR_FLT_F4,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_FLT_F5,mouse,liver,flight,RR23_LVR_FLT_F5,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-463,RR23_LVR_FLT_F7_techrep1,mouse,liver,flight,RR23_LVR_FLT_F7,general_survey_2026-09-12,,,,,,OSD-463_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_GC_G1,mouse,lung,ground,RR23_LNG_GC_G1,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_GC_G3,mouse,lung,ground,RR23_LNG_GC_G3,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_GC_G6,mouse,lung,ground,RR23_LNG_GC_G6,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_GC_G8,mouse,lung,ground,RR23_LNG_GC_G8,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_GC_G5,mouse,lung,ground,RR23_LNG_GC_G5,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_GC_G4,mouse,lung,ground,RR23_LNG_GC_G4,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_FLT_F1,mouse,lung,flight,RR23_LNG_FLT_F1,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_FLT_F3,mouse,lung,flight,RR23_LNG_FLT_F3,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_FLT_F5,mouse,lung,flight,RR23_LNG_FLT_F5,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_FLT_F4,mouse,lung,flight,RR23_LNG_FLT_F4,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_FLT_F6,mouse,lung,flight,RR23_LNG_FLT_F6,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-464,RR23_LNG_FLT_F2,mouse,lung,flight,RR23_LNG_FLT_F2,general_survey_2026-09-12,,,,,,OSD-464_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-48,Mmus_C57-6J_LVR_GC_C_Rep1_M36,mouse,liver,ground,Mmus_C57-6J_LVR_GC_C_Rep1_M36,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_GC_C_Rep4_M39,mouse,liver,ground,Mmus_C57-6J_LVR_GC_C_Rep4_M39,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_GC_C_Rep3_M38,mouse,liver,ground,Mmus_C57-6J_LVR_GC_C_Rep3_M38,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_GC_C_Rep5_M40,mouse,liver,ground,Mmus_C57-6J_LVR_GC_C_Rep5_M40,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_GC_C_Rep2_M37,mouse,liver,ground,Mmus_C57-6J_LVR_GC_C_Rep2_M37,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,mouse,liver,flight,Mmus_C57-6J_LVR_FLT_C_Rep1_M25,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,mouse,liver,flight,Mmus_C57-6J_LVR_FLT_C_Rep5_M30,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,mouse,liver,flight,Mmus_C57-6J_LVR_FLT_C_Rep3_M27,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,mouse,liver,flight,Mmus_C57-6J_LVR_FLT_C_Rep2_M26,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-48,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,mouse,liver,flight,Mmus_C57-6J_LVR_FLT_C_Rep4_M28,general_survey_2026-09-12,,,,,,OSD-48_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RLT buffer homogenized and snap frozen,Mini Cold Bag to -80C freezer
OSD-562,RRRM2_HPC_GC_LAR_OLD_GO15,mouse,brain,ground,RRRM2_HPC_GC_LAR_OLD_GO15,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_GC_LAR_OLD_GO13,mouse,brain,ground,RRRM2_HPC_GC_LAR_OLD_GO13,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_GC_LAR_OLD_GO12,mouse,brain,ground,RRRM2_HPC_GC_LAR_OLD_GO12,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_FLT_LAR_OLD_FO5,mouse,brain,flight,RRRM2_HPC_FLT_LAR_OLD_FO5,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_FLT_LAR_OLD_FO2,mouse,brain,flight,RRRM2_HPC_FLT_LAR_OLD_FO2,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_FLT_LAR_OLD_FO3,mouse,brain,flight,RRRM2_HPC_FLT_LAR_OLD_FO3,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_GC_LAR_YNG_GY1,mouse,brain,ground,RRRM2_HPC_GC_LAR_YNG_GY1,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_GC_LAR_YNG_GY5,mouse,brain,ground,RRRM2_HPC_GC_LAR_YNG_GY5,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_GC_LAR_YNG_GY4,mouse,brain,ground,RRRM2_HPC_GC_LAR_YNG_GY4,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_FLT_LAR_YNG_FY7,mouse,brain,flight,RRRM2_HPC_FLT_LAR_YNG_FY7,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_FLT_LAR_YNG_FY6,mouse,brain,flight,RRRM2_HPC_FLT_LAR_YNG_FY6,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-562,RRRM2_HPC_FLT_LAR_YNG_FY10,mouse,brain,flight,RRRM2_HPC_FLT_LAR_YNG_FY10,general_survey_2026-09-12,,,,,,OSD-562_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,
OSD-564,RR10_HPC_GC_WT_G1,mouse,brain,ground,RR10_HPC_GC_WT_G1,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_GC_WT_G5,mouse,brain,ground,RR10_HPC_GC_WT_G5,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_GC_WT_G9,mouse,brain,ground,RR10_HPC_GC_WT_G9,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_GC_WT_G3,mouse,brain,ground,RR10_HPC_GC_WT_G3,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_GC_WT_G7,mouse,brain,ground,RR10_HPC_GC_WT_G7,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_FLT_WT_F1,mouse,brain,flight,RR10_HPC_FLT_WT_F1,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_FLT_WT_F9,mouse,brain,flight,RR10_HPC_FLT_WT_F9,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_FLT_WT_F3,mouse,brain,flight,RR10_HPC_FLT_WT_F3,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_FLT_WT_F7,mouse,brain,flight,RR10_HPC_FLT_WT_F7,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-564,RR10_HPC_FLT_WT_F5,mouse,brain,flight,RR10_HPC_FLT_WT_F5,general_survey_2026-09-12,,,,,,OSD-564_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,for spatial transcriptomics: right brain hemispheres were placed in OCT compound and placed on dry ice until frozen throughout; for bulkRNAseq: right brain hemispheres were snap frozen in liquid nitrogen,Cryochiller
OSD-576,RR23_R-TA_GC_G1,mouse,skeletal muscle,ground,RR23_R-TA_GC_G1,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_GC_G4,mouse,skeletal muscle,ground,RR23_R-TA_GC_G4,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_GC_G6,mouse,skeletal muscle,ground,RR23_R-TA_GC_G6,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_GC_G3,mouse,skeletal muscle,ground,RR23_R-TA_GC_G3,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_GC_G5,mouse,skeletal muscle,ground,RR23_R-TA_GC_G5,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_GC_G7,mouse,skeletal muscle,ground,RR23_R-TA_GC_G7,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_FLT_F6,mouse,skeletal muscle,flight,RR23_R-TA_FLT_F6,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_FLT_F2,mouse,skeletal muscle,flight,RR23_R-TA_FLT_F2,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_FLT_F5,mouse,skeletal muscle,flight,RR23_R-TA_FLT_F5,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_FLT_F3,mouse,skeletal muscle,flight,RR23_R-TA_FLT_F3,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_FLT_F7,mouse,skeletal muscle,flight,RR23_R-TA_FLT_F7,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-576,RR23_R-TA_FLT_F4,mouse,skeletal muscle,flight,RR23_R-TA_FLT_F4,general_survey_2026-09-12,,,,,,OSD-576_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_OLD_GO13,mouse,heart,ground,RRRM2_HRT_GC_LAR_OLD_GO13,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_OLD_GO15,mouse,heart,ground,RRRM2_HRT_GC_LAR_OLD_GO15,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_OLD_GO17,mouse,heart,ground,RRRM2_HRT_GC_LAR_OLD_GO17,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_OLD_GO11,mouse,heart,ground,RRRM2_HRT_GC_LAR_OLD_GO11,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_OLD_GO19,mouse,heart,ground,RRRM2_HRT_GC_LAR_OLD_GO19,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_OLD_FO19,mouse,heart,flight,RRRM2_HRT_FLT_LAR_OLD_FO19,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_OLD_FO17,mouse,heart,flight,RRRM2_HRT_FLT_LAR_OLD_FO17,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_OLD_FO3,mouse,heart,flight,RRRM2_HRT_FLT_LAR_OLD_FO3,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_OLD_FO5,mouse,heart,flight,RRRM2_HRT_FLT_LAR_OLD_FO5,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_OLD_FO1,mouse,heart,flight,RRRM2_HRT_FLT_LAR_OLD_FO1,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_YNG_GY1,mouse,heart,ground,RRRM2_HRT_GC_LAR_YNG_GY1,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_YNG_GY9,mouse,heart,ground,RRRM2_HRT_GC_LAR_YNG_GY9,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_YNG_GY7,mouse,heart,ground,RRRM2_HRT_GC_LAR_YNG_GY7,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_YNG_GY5,mouse,heart,ground,RRRM2_HRT_GC_LAR_YNG_GY5,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_GC_LAR_YNG_GY3,mouse,heart,ground,RRRM2_HRT_GC_LAR_YNG_GY3,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_YNG_FY8,mouse,heart,flight,RRRM2_HRT_FLT_LAR_YNG_FY8,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_YNG_FY14,mouse,heart,flight,RRRM2_HRT_FLT_LAR_YNG_FY14,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_YNG_FY12,mouse,heart,flight,RRRM2_HRT_FLT_LAR_YNG_FY12,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_YNG_FY6,mouse,heart,flight,RRRM2_HRT_FLT_LAR_YNG_FY6,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-580,RRRM2_HRT_FLT_LAR_YNG_FY10,mouse,heart,flight,RRRM2_HRT_FLT_LAR_YNG_FY10,general_survey_2026-09-12,,,,,,OSD-580_transcription-profiling_rna-sequencing-(rna-seq)_illumina,unknown,Liquid Nitrogen,
OSD-599,GSM6996079,mouse,heart,ground,GSM6996079,general_survey_2026-09-12,,,,,,OSD-599_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RNALater or RNAProtect or Liquid Nitrogen,
OSD-599,GSM6996078,mouse,heart,ground,GSM6996078,general_survey_2026-09-12,,,,,,OSD-599_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RNALater or RNAProtect or Liquid Nitrogen,
OSD-599,GSM6996077,mouse,heart,ground,GSM6996077,general_survey_2026-09-12,,,,,,OSD-599_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RNALater or RNAProtect or Liquid Nitrogen,
OSD-599,GSM6996082,mouse,heart,flight,GSM6996082,general_survey_2026-09-12,,,,,,OSD-599_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RNALater or RNAProtect or Liquid Nitrogen,
OSD-599,GSM6996081,mouse,heart,flight,GSM6996081,general_survey_2026-09-12,,,,,,OSD-599_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RNALater or RNAProtect or Liquid Nitrogen,
OSD-599,GSM6996080,mouse,heart,flight,GSM6996080,general_survey_2026-09-12,,,,,,OSD-599_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,RNALater or RNAProtect or Liquid Nitrogen,
OSD-665,RR23_R-EDL_GC_G5,mouse,skeletal muscle,ground,RR23_R-EDL_GC_G5,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_GC_G6,mouse,skeletal muscle,ground,RR23_R-EDL_GC_G6,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_GC_G7,mouse,skeletal muscle,ground,RR23_R-EDL_GC_G7,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_GC_G2,mouse,skeletal muscle,ground,RR23_R-EDL_GC_G2,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_GC_G9,mouse,skeletal muscle,ground,RR23_R-EDL_GC_G9,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_GC_G3,mouse,skeletal muscle,ground,RR23_R-EDL_GC_G3,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
OSD-665,RR23_R-EDL_FLT_F7,mouse,skeletal muscle,flight,RR23_R-EDL_FLT_F7,general_survey_2026-09-12,,,,,,OSD-665_transcription-profiling_rna-sequencing-(rna-seq)_Illumina,unknown,Liquid Nitrogen,
